,episode_id,total_characters,top_star,talking_time,1.0_l_id,3.0_l_id,5.0_l_id,8.0_l_id,10.0_l_id,15.0_l_id,28.0_l_id,44.0_l_id,48.0_l_id,50.0_l_id,51.0_l_id,53.0_l_id,71.0_l_id,79.0_l_id,131.0_l_id,136.0_l_id,151.0_l_id,188.0_l_id,190.0_l_id,192.0_l_id,194.0_l_id,216.0_l_id,270.0_l_id,297.0_l_id,387.0_l_id,396.0_l_id,410.0_l_id,493.0_l_id,573.0_l_id,701.0_l_id,1.0_c_id,2.0_c_id,3.0_c_id,8.0_c_id,9.0_c_id,11.0_c_id,14.0_c_id,15.0_c_id,17.0_c_id,18.0_c_id,22.0_c_id,25.0_c_id,31.0_c_id,33.0_c_id,40.0_c_id,71.0_c_id,101.0_c_id,139.0_c_id,140.0_c_id,153.0_c_id,165.0_c_id,170.0_c_id,208.0_c_id,211.0_c_id,240.0_c_id,332.0_c_id,404.0_c_id,442.0_c_id,801.0_c_id,1078.0_c_id,id,original_air_date,season,number_in_season,number_in_series,us_viewers_in_millions,views,imbd_rating,imbd_votes,imbd_category
151,152,54,0,16.055,0.0070921985815602835,0.024614100959532748,0.12891113892365458,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002920317062995411,0.0,0.0,0.0,0.16312056737588654,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07634543178973717,0.4192740926157697,0.0,0.06758448060075094,0.045473508552357114,0.0,0.006675010429703796,0.007926574885273258,0.0,0.004171881518564873,0.0,0.012932832707551106,0.016270337922403004,0.0,0.0,0.0,0.0008343763037129745,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,152,1996-05-19,7,24,152,12.9,60569.0,8.0,1095,High
152,153,31,0,14.573333333333334,0.06832871652816251,0.13850415512465375,0.19159741458910434,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.043859649122807015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14912280701754385,0.10341643582640812,0.003693444136657433,0.12049861495844875,0.27100646352723917,0.04847645429362881,0.0,0.0,0.0,0.0,0.0,0.04709141274238227,0.0,0.0,0.014312096029547553,0.0,0.009233610341643583,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,153,1996-05-19,7,25,153,14.7,65847.0,8.3,1119,High
153,154,31,0,14.153333333333334,0.0,0.013969171483622351,0.5154142581888247,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.031791907514450865,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.057803468208092484,0.203757225433526,0.013969171483622351,0.0804431599229287,0.14065510597302505,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.025048169556840076,0.0,0.10645472061657033,0.0,0.0,0.0,0.0,154,1996-10-27,8,1,154,18.3,102077.0,8.3,1186,High
154,155,56,0,14.993333333333334,0.0,0.0,0.13745173745173744,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.036293436293436294,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09575289575289575,0.21081081081081082,0.0003861003861003861,0.050965250965250966,0.05019305019305019,0.01583011583011583,0.016602316602316602,0.0003861003861003861,0.0007722007722007722,0.0007722007722007722,0.0,0.0003861003861003861,0.0,0.011583011583011582,0.0,0.0007722007722007722,0.0003861003861003861,0.0007722007722007722,0.0011583011583011582,0.0,0.0,0.0,0.016602316602316602,0.0,0.0011583011583011582,0.0003861003861003861,0.0,0.0007722007722007722,0.0003861003861003861,0.0003861003861003861,155,1996-11-03,8,2,155,13.9,79609.0,9.2,2439,High
155,156,40,0,15.856666666666667,0.0,0.03943338437978561,0.10451761102603369,0.04555895865237366,0.0,0.3219754977029097,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04058192955589587,0.0,0.0,0.0,0.0,0.0,0.0,0.09686064318529862,0.15658499234303216,0.0,0.06010719754977029,0.01225114854517611,0.0,0.0,0.0,0.28101071975497705,0.004594180704441042,0.0,0.0049770290964777945,0.0049770290964777945,0.009188361408882083,0.0,0.0,0.0,0.003445635528330781,0.0,0.0,0.003445635528330781,0.004211332312404288,0.0,0.002297090352220521,0.0,0.03445635528330781,0.0,0.0,0.027947932618683002,0.0,156,1996-11-10,8,3,156,17.0,61146.0,8.0,1085,High
156,157,29,0,16.528333333333332,0.0,0.0,0.13981547196593327,0.0,0.0191625266146203,0.020936834634492547,0.0,0.0,0.0,0.0,0.049325762952448546,0.27146912704045423,0.0,0.0,0.0,0.0,0.0539389638041164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07806955287437899,0.13449254790631654,0.0,0.019517388218594747,0.023775727466288147,0.042583392476934,0.04045422285308729,0.22746628814762243,0.0056777856635912,0.0021291696238466998,0.0,0.0,0.00319375443577005,0.0,0.0,0.0234208658623137,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04045422285308729,0.0,0.0,0.0,0.0,0.0,0.0,157,1996-11-17,8,4,157,12.6,55497.0,7.7,1079,Med
157,158,55,0,16.065,0.0,0.0,0.3235765838011227,0.0,0.0,0.0,0.0,0.0,0.11347233360064155,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.024859663191659984,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16559743384121892,0.17762630312750602,0.02566158781074579,0.10344827586206896,0.03287890938251804,0.03368083400160385,0.00400962309542903,0.006415396952686447,0.008821170809943865,0.0,0.00040096230954290296,0.024057738572574178,0.012429831595829992,0.0032076984763432237,0.0,0.007618283881315156,0.004410585404971933,0.0,0.02445870088211708,0.0,0.0028067361668003207,0.0,0.002004811547714515,0.030473135525260625,0.04891740176423416,0.0,0.0016038492381716118,0.0,0.0,0.00040096230954290296,158,1996-11-24,8,5,158,14.1,60210.0,8.2,1098,High
158,159,27,0,17.85333333333333,0.0,0.0,0.660377358490566,0.0,0.0,0.08740854832499037,0.0,0.0,0.0,0.0,0.0,0.0,0.02849441663457836,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012706969580284944,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.202541393916057,0.24489795918367346,0.0,0.036580670003850596,0.03234501347708895,0.012321909896033885,0.0,0.0,0.0,0.0,0.0,0.019252984212552945,0.0,0.0,0.0,0.0,0.015017327685791297,0.0,0.03850596842510589,0.0,0.0,0.0,0.0,0.0,0.0,0.013862148633038121,0.0,0.0,0.0,0.0,159,1996-12-01,8,6,159,12.8,60956.0,8.0,1008,High
159,160,33,0,17.82,0.03937007874015748,0.35958005249343833,0.18785151856017998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004124484439445069,0.0,0.06336707911511061,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.033370828646419194,0.03899512560929884,0.12073490813648294,0.01837270341207349,0.25234345706786654,0.007124109486314211,0.0,0.005249343832020997,0.0,0.0,0.0,0.031496062992125984,0.0029996250468691415,0.0,0.0,0.05586801649793776,0.16647919010123735,0.0,0.0,0.0,0.0,0.0,0.028496437945256844,0.0,0.0,0.0,0.014248218972628422,0.02099737532808399,0.0,0.03937007874015748,160,1996-12-15,8,7,160,,60912.0,7.8,1005,High
160,161,41,1,16.096666666666668,0.0,0.0,0.18725099601593626,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01593625498007968,0.12868525896414343,0.04183266932270916,0.0,0.046215139442231074,0.0,0.0,0.0,0.0007968127490039841,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07689243027888447,0.1298804780876494,0.0,0.013944223107569721,0.04940239043824701,0.2908366533864542,0.0,0.0,0.012749003984063745,0.00398406374501992,0.0,0.0,0.00796812749003984,0.0,0.0,0.0051792828685258965,0.0,0.0027888446215139444,0.0199203187250996,0.0,0.004382470119521913,0.0,0.028685258964143426,0.04223107569721116,0.0,0.0,0.0,0.0,0.0,0.0,161,1996-12-29,8,8,161,,66281.0,8.8,1268,High
161,162,35,0,15.461666666666666,0.035868005738880916,0.0,0.21759923481587756,0.0,0.0,0.025346724055475847,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02295552367288379,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15208034433285508,0.506934481109517,0.0,0.034911525585844094,0.015781922525107604,0.0196078431372549,0.011477761836441894,0.0,0.005738880918220947,0.006217120994739359,0.0,0.0,0.0,0.0,0.0,0.04447632711621234,0.001912960306073649,0.0023912003825920613,0.015303682448589193,0.0,0.00860832137733142,0.0014347202295552368,0.0,0.003825920612147298,0.0028694404591104736,0.006217120994739359,0.0,0.0,0.0,0.0,162,1997-01-05,8,9,162,14.9,64743.0,8.5,1383,High
162,163,44,1,15.291666666666666,0.0,0.0,0.29492273730684326,0.0,0.06578366445916115,0.0913907284768212,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005298013245033113,0.01456953642384106,0.0,0.0,0.0,0.0,0.031788079470198675,0.0,0.0,0.0,0.09492273730684327,0.0,0.0,0.0,0.0,0.0,0.0,0.07328918322295806,0.30154525386313463,0.0,0.06181015452538632,0.05077262693156733,0.004856512141280353,0.025607064017660046,0.044591611479028695,0.03620309050772627,0.002207505518763797,0.0,0.004856512141280353,0.026490066225165563,0.0,0.0,0.015011037527593819,0.0,0.0,0.01456953642384106,0.0,0.006622516556291391,0.0030905077262693157,0.0,0.029580573951434878,0.0,0.01456953642384106,0.00706401766004415,0.0,0.0,0.0,163,1997-01-12,8,10,163,20.9,69555.0,9.0,1793,High
163,164,40,0,15.526666666666667,0.0,0.0178942987931752,0.31876820640865583,0.0,0.0690803162713275,0.049521431543903455,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.018726591760299626,0.0,0.00749063670411985,0.0,0.0,0.0,0.0,0.0357885975863504,0.0,0.0,0.25884311277569705,0.0,0.0,0.0,0.0,0.0,0.23429047024552643,0.15147732001664585,0.00957136912193092,0.017478152309612985,0.019558884727424054,0.0,0.0,0.002913025384935497,0.009155222638368706,0.0,0.0,0.0,0.0020807324178110697,0.0,0.017478152309612985,0.017478152309612985,0.0,0.0,0.0,0.0,0.010819808572617561,0.008739076154806492,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,164,1997-01-19,8,11,164,14.0,71813.0,7.8,998,High
164,165,21,0,15.051666666666666,0.0,0.0,0.04317180616740088,0.0,0.07753303964757709,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.026872246696035242,0.14625550660792952,0.0,0.04977973568281938,0.024669603524229075,0.0,0.1422907488986784,0.38502202643171807,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.035682819383259914,0.03788546255506608,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,165,1997-02-02,8,12,165,9.1,60763.0,8.6,1137,High
165,166,35,0,15.003333333333334,0.0,0.0,0.798887859128823,0.0,0.0,0.011584800741427247,0.0,0.0,0.0,0.1056533827618165,0.0,0.0,0.0,0.0,0.0,0.011584800741427247,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.019462465245597776,0.0,0.0,0.0,0.0,0.0,0.0,0.12604263206672844,0.19091751621872105,0.005097312326227989,0.08016682113067655,0.09314179796107507,0.006950880444856348,0.0027803521779425394,0.018999073215940687,0.012048192771084338,0.026876737720111215,0.0,0.0,0.018535681186283594,0.0023169601482854493,0.0,0.0037071362372567192,0.004170528266913809,0.05282669138090825,0.0,0.0,0.0,0.0,0.006024096385542169,0.0,0.0,0.011584800741427247,0.03429101019462465,0.0,0.0,0.0,166,1997-02-07,8,13,166,17.7,57608.0,7.7,1088,Med
166,167,42,0,16.633333333333333,0.0,0.0,0.31799628942486086,0.12912801484230055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1339517625231911,0.0,0.0,0.0,0.05343228200371058,0.044897959183673466,0.17736549165120594,0.0,0.0653061224489796,0.05788497217068646,0.006307977736549165,0.0,0.0,0.0055658627087198514,0.0,0.0,0.007792207792207792,0.0,0.0,0.0,0.0,0.0011131725417439704,0.11799628942486086,0.0,0.0,0.0,0.0055658627087198514,0.0,0.030055658627087197,0.0,0.0,0.0,0.0,0.03784786641929499,0.0,167,1997-02-09,8,14,167,15.5,58581.0,7.9,1079,High
167,168,19,0,16.585,0.0,0.0,0.386586284853052,0.0,0.0,0.06706857573474001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03127354935945742,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12697814619442352,0.3696307460437076,0.014318010550113038,0.08666164280331574,0.05576488319517709,0.0,0.00640542577241899,0.0,0.09532780708364733,0.027505651846269782,0.0,0.0011303692539562924,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,168,1997-02-16,8,15,168,15.3,63355.0,8.9,1666,High
168,169,26,1,15.848333333333333,0.0,0.0,0.1198443579766537,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.024902723735408562,0.03501945525291829,0.0,0.12295719844357976,0.04474708171206226,0.0,0.0,0.0,0.0,0.0,0.0,0.002723735408560311,0.0,0.0,0.011673151750972763,0.042801556420233464,0.0,0.03385214007782101,0.024124513618677044,0.38132295719844356,0.0,0.0,0.0,0.0,0.008560311284046693,0.0,0.0,0.0,0.0,0.0,169,1997-02-23,8,16,169,15.1,56659.0,8.2,1100,High
169,170,39,0,17.051666666666666,0.08221872541306058,0.0,0.4697088906372935,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02793076317859953,0.0,0.014948859166011016,0.05468135326514555,0.0,0.0,0.0,0.0023603461841070024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0889063729346971,0.08851298190401259,0.0035405192761605035,0.15499606608969316,0.29189614476789927,0.06490952006294257,0.004327301337529505,0.0,0.004720692368214005,0.0,0.0,0.0,0.0,0.0,0.0,0.05350118017309206,0.0,0.02006294256490952,0.024783634933123525,0.0,0.003933910306845004,0.0,0.0,0.03933910306845004,0.006294256490952006,0.033438237608182535,0.0,0.0,0.0027537372147915028,0.0,170,1997-03-02,8,17,170,15.1,54247.0,8.1,1020,High
170,171,41,0,15.166666666666666,0.08966626457579413,0.02010454362685967,0.3260956976276638,0.0,0.0,0.04101326899879373,0.0,0.0,0.05227181342983514,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012464817048652996,0.0,0.0,0.051467631684760755,0.0,0.014475271411338963,0.0,0.0,0.0,0.0,0.0,0.08524326497788501,0.0,0.0,0.09971853638922397,0.22275834338560516,0.0,0.06473663047848814,0.016887816646562123,0.0048250904704463205,0.0,0.0,0.049859268194611985,0.010454362685967028,0.0,0.004020908725371934,0.0,0.0,0.0,0.07800562927221552,0.002010454362685967,0.003216726980297547,0.0,0.0,0.007237635705669481,0.0,0.006031363088057901,0.07438681141938078,0.044229995979091274,0.003216726980297547,0.0,0.0,0.007639726578206675,0.0,171,1997-03-16,8,18,171,14.6,83561.0,8.7,1330,High
171,172,31,0,16.358333333333334,0.0,0.5089934940681209,0.05434366628396479,0.0,0.0,0.0,0.08342900880214313,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010332950631458095,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.016456180635285114,0.0,0.0030616150019135095,0.03865288939915806,0.30501339456563337,0.1312667432070417,0.01951779563719862,0.0,0.0,0.0,0.0,0.0,0.0,0.022196708763872943,0.0,0.0,0.19517795637198623,0.027554535017221583,0.006505931879066207,0.004975124378109453,0.0,0.0,0.0030616150019135095,0.0,0.0003827018752391887,0.01722158438576349,0.0,0.006888633754305396,0.0057405281285878304,0.0,0.0,0.08916953693073096,172,1997-04-06,8,19,172,13.3,60584.0,8.2,995,High
172,173,34,0,15.535,0.0,0.0,0.5459527824620574,0.0,0.0,0.0,0.0,0.0,0.03709949409780776,0.0,0.0,0.0,0.0,0.0,0.03204047217537943,0.0,0.0,0.0,0.0,0.0,0.0,0.0037942664418212477,0.0,0.0,0.0,0.03625632377740304,0.0,0.0,0.0,0.0,0.08853288364249579,0.10792580101180438,0.0,0.3785834738617201,0.07251264755480608,0.0,0.0,0.011804384485666104,0.008431703204047217,0.0,0.0,0.021500843170320406,0.0,0.0,0.0,0.045952782462057334,0.0,0.0,0.0193929173693086,0.0,0.0,0.0,0.0,0.013069139966273187,0.00927487352445194,0.0,0.02023608768971332,0.0,0.024451939291736932,0.0,173,1997-04-13,8,20,173,,54155.0,7.7,913,Med
173,174,34,0,17.138333333333332,0.0,0.11311537016159338,0.22998872604284104,0.0,0.11010898158586997,0.0,0.0,0.0,0.0,0.0,0.0,0.03908305148440436,0.0,0.1288989101841413,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03307027433295753,0.0680195415257422,0.04998121007140173,0.018789928598271326,0.1811349116873356,0.0,0.05975197294250282,0.42803457346862084,0.004885381435550545,0.010522360015031942,0.0,0.0,0.024426907177752723,0.0,0.0,0.00864336715520481,0.000751597143930853,0.0033821871476888386,0.0,0.0,0.002254791431792559,0.0,0.0,0.02593010146561443,0.0,0.006012777151446824,0.0,0.0,0.0,0.0,174,1997-04-20,8,21,174,14.0,56833.0,7.9,967,High
174,175,45,1,15.238333333333333,0.0,0.0,0.21636675235646957,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.50471293916024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22579263067694944,0.11953727506426735,0.027849185946872322,0.03598971722365039,0.037703513281919454,0.08654670094258783,0.0,0.0,0.03556126820908312,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17866323907455012,0.0,0.027849185946872322,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,175,1997-04-27,8,22,175,16.9,59088.0,8.0,973,High
175,176,19,0,16.858333333333334,0.0,0.0,0.2165401518178186,0.0,0.49980023971234516,0.05673192169396724,0.0,0.0,0.034758290051937674,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04434678385936876,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06352377147423093,0.23491809828206153,0.0,0.0519376747902517,0.0043947263284059125,0.0,0.011186576108669596,0.08669596484218937,0.03595685177786656,0.008789452656811825,0.0,0.026368357970435477,0.0,0.0,0.0,0.002796644027167399,0.0,0.0,0.014382740711146624,0.0,0.04314822213343987,0.018777467039552537,0.0,0.054734318817419095,0.0,0.0,0.0,0.0,0.0,0.0,176,1997-05-04,8,23,176,11.8,74177.0,9.2,2256,High
176,177,33,0,16.71,0.0,0.0,0.0,0.0,0.0,0.16842549598986914,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06838328408611229,0.06542845082313212,0.09497678345293373,0.02532714225411566,0.008864499788940482,0.0,0.004643309413254538,0.0,0.13001266357112706,0.009286618826509076,0.0,0.0,0.09286618826509076,0.0029548332629801602,0.0,0.14014352047277331,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.018151118615449557,0.0,0.0,0.0,0.0,0.0,0.0,177,1997-05-11,8,24,177,11.6,57926.0,7.3,1006,Med
177,178,30,0,15.653333333333334,0.0,0.09933499584372402,0.0914380714879468,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05569409808811305,0.0,0.0,0.007896924355777223,0.0,0.0,0.08520365752285952,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06899418121363259,0.06400665004156277,0.016209476309226933,0.14214463840399003,0.17913549459684122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04447215295095595,0.03449709060681629,0.010806317539484621,0.09891936824605153,0.0008312551953449709,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,178,1997-05-18,8,25,178,12.7,59196.0,7.8,967,High
178,179,42,0,14.435,0.0,0.0,0.10191082802547771,0.0,0.0,0.14384288747346072,0.0,0.0,0.0,0.0,0.0,0.0,0.0440552016985138,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11358811040339703,0.3630573248407643,0.0,0.07855626326963906,0.09660297239915075,0.0,0.0,0.0,0.04723991507430998,0.03662420382165605,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010615711252653927,0.0031847133757961785,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,179,1997-09-21,9,1,179,10.5,62962.0,9.1,1918,High
179,180,26,0,17.45,0.0,0.5190476190476191,0.045054945054945054,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.041025641025641026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.060805860805860805,0.056776556776556776,0.08058608058608059,0.04249084249084249,0.035897435897435895,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005494505494505495,0.0,0.02600732600732601,0.0,0.0003663003663003663,0.0,0.0,0.0,0.0,0.0,0.004395604395604396,0.00989010989010989,0.005494505494505495,0.0,0.0018315018315018315,0.0,0.0,0.07106227106227106,180,1997-09-28,9,2,180,14.9,48414.0,7.4,1158,Med
180,181,37,0,15.666666666666666,0.015002143163309044,0.1075867981140163,0.5730818688384055,0.0,0.0,0.02400342906129447,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009858551221603087,0.0,0.0,0.0,0.0,0.011573081868838405,0.0,0.19588512644663522,0.2713244749249893,0.0531504500642949,0.07415345049292756,0.07801114444920702,0.008572653236176597,0.0,0.0,0.009001285897985427,0.0,0.0012858979854264896,0.010287183883411917,0.04629232747535362,0.02271753107586798,0.0,0.0,0.005143591941705958,0.0,0.0,0.0,0.0,0.0,0.010287183883411917,0.013716245177882554,0.0,0.009858551221603087,0.005572224603514788,0.0,0.0,0.0,181,1997-10-19,9,3,181,12.9,20008.0,8.1,980,High
181,182,48,0,14.245,0.08113489298158287,0.0,0.3280238924838228,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09457441513190643,0.06321553011448482,0.0,0.0,0.0,0.012941762070681932,0.0,0.0,0.0,0.0,0.0,0.045793927327028375,0.0,0.0,0.1134892981582877,0.2344449975111996,0.0,0.09507217521154804,0.0935788949726232,0.0,0.0,0.0,0.0,0.0,0.029865604778496764,0.0,0.0,0.0,0.0,0.0,0.0009955201592832255,0.0,0.0,0.0,0.0,0.0,0.0,0.0273768043802887,0.009955201592832254,0.0,0.0,0.035838725734196115,0.009457441513190641,0.0,182,1997-10-26,9,4,182,10.9,30963.0,8.1,1019,High
182,183,36,0,14.978333333333333,0.0,0.0,0.5221783047870004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.019762845849802372,0.006148440931049627,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.020202020202020204,0.0,0.0,0.0,0.13614404918752745,0.3970136144049188,0.0030742204655248135,0.06236275801493193,0.050944224857268336,0.00878348704435661,0.0,0.0,0.054457619675010976,0.0,0.00834431269213878,0.005270092226613966,0.0,0.025472112428634168,0.0,0.0,0.0,0.013175230566534914,0.0,0.0,0.021958717610891524,0.0,0.004391743522178305,0.023715415019762844,0.012736056214317084,0.010540184453227932,0.006148440931049627,0.0,0.0,0.0,183,1997-11-02,9,5,183,10.3,30921.0,8.2,1081,High
