,episode_id,total_characters,top_star,talking_time,1.0_l_id,3.0_l_id,5.0_l_id,8.0_l_id,10.0_l_id,15.0_l_id,28.0_l_id,44.0_l_id,48.0_l_id,50.0_l_id,51.0_l_id,53.0_l_id,71.0_l_id,79.0_l_id,131.0_l_id,136.0_l_id,151.0_l_id,188.0_l_id,190.0_l_id,192.0_l_id,194.0_l_id,216.0_l_id,270.0_l_id,297.0_l_id,387.0_l_id,396.0_l_id,410.0_l_id,493.0_l_id,573.0_l_id,701.0_l_id,1.0_c_id,2.0_c_id,3.0_c_id,8.0_c_id,9.0_c_id,11.0_c_id,14.0_c_id,15.0_c_id,17.0_c_id,18.0_c_id,22.0_c_id,25.0_c_id,31.0_c_id,33.0_c_id,40.0_c_id,71.0_c_id,101.0_c_id,139.0_c_id,140.0_c_id,153.0_c_id,165.0_c_id,170.0_c_id,208.0_c_id,211.0_c_id,240.0_c_id,332.0_c_id,404.0_c_id,442.0_c_id,801.0_c_id,1078.0_c_id,id,original_air_date,season,number_in_season,number_in_series,us_viewers_in_millions,views,imbd_rating,imbd_votes,imbd_category
10,11,24,0,15.203333333333333,0.0,0.037257824143070044,0.22466467958271236,0.0,0.02421758569299553,0.0,0.0,0.0037257824143070045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03651266766020864,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12332339791356185,0.21050670640834576,0.13450074515648286,0.14418777943368108,0.043591654247391955,0.0,0.0,0.0,0.0,0.0,0.0,0.0067064083457526085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004098360655737705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11,1990-04-15,1,11,11,31.2,60458.0,7.8,1539,High
11,12,33,1,17.4,0.0,0.0,0.36908177905308465,0.0,0.025107604017216643,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12195121951219512,0.0,0.0,0.2065997130559541,0.014347202295552367,0.09827833572453372,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03945480631276901,0.10114777618364419,0.0,0.1406025824964132,0.06492109038737447,0.0,0.0,0.0,0.0,0.0,0.007532281205164993,0.0,0.0,0.004662840746054519,0.0,0.025466284074605453,0.0,0.10903873744619799,0.02977044476327116,0.2073170731707317,0.0,0.0,0.036226685796269725,0.07568149210903874,0.0,0.0,0.0,0.0,0.0,0.0,12,1990-04-29,1,12,12,30.4,62561.0,8.3,1716,High
12,13,23,0,15.593333333333334,0.0,0.0,0.5401429171920975,0.0,0.07986548970155527,0.10424548129466163,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01008827238335435,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15889029003783103,0.24548129466162252,0.0,0.10844892812105927,0.06515342580916351,0.0,0.0,0.0,0.08743169398907104,0.0037831021437578815,0.0,0.0,0.0,0.04918032786885246,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13,1990-05-13,1,13,13,27.1,57590.0,7.9,1567,High
13,14,29,0,17.833333333333332,0.0,0.04878048780487805,0.28103385511467055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1295959228248999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34874408445576993,0.0,0.050236621769202766,0.06334182744812522,0.0,0.3938842373498362,0.031306880232981435,0.0,0.0007280669821623589,0.007644703312704768,0.0,0.0,0.0,0.0036403349108117948,0.0,0.0,0.12085911903895158,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006552602839461231,0.0,0.0,0.0,0.0,0.0,14,1990-10-11,2,1,14,33.6,59575.0,8.2,1638,High
14,15,28,0,16.198333333333334,0.0,0.002734375,0.232421875,0.080859375,0.64765625,0.003125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001953125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0625,0.314453125,0.0,0.01015625,0.00859375,0.0,0.10703125,0.176171875,0.0,0.0015625,0.003125,0.00078125,0.0,0.005859375,0.0,0.0,0.0,0.0,0.0,0.0,0.028125,0.01328125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15,1990-10-18,2,2,15,29.9,58553.0,8.3,1588,High
15,16,11,1,16.85333333333333,0.0,0.0,0.27687954729183506,0.0,0.0,0.0,0.0,0.07639450282942603,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1544058205335489,0.2562651576394503,0.0,0.09539207760711399,0.137429264349232,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16,1990-10-25,2,3,16,27.4,130282.0,8.2,1786,High
16,17,28,0,17.536666666666665,0.0,0.0,0.38531114327062227,0.0,0.0524602026049204,0.01085383502170767,0.0,0.0,0.0,0.0,0.23082489146164978,0.0,0.0,0.023154848046309694,0.0,0.0,0.0,0.0,0.026772793053545588,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07923299565846599,0.1942836468885673,0.0,0.023516642547033284,0.05173661360347323,0.0,0.012301013024602027,0.36070911722141824,0.003979739507959479,0.006874095513748191,0.0,0.0,0.01085383502170767,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17,1990-11-01,2,4,17,26.1,64959.0,8.1,1457,High
17,18,39,0,17.541666666666668,0.0,0.0,0.08548563113859585,0.0,0.0036376864314296106,0.06402328119316116,0.0,0.01345943979628956,0.0,0.03965078210258276,0.0,0.0,0.08730447435431066,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07420880320116406,0.364496180429247,0.0,0.05456529647144416,0.06293197526373226,0.0,0.014914514368861403,0.08584939978173882,0.008002910149145144,0.004728992360858494,0.0029101491451436886,0.008002910149145144,0.0,0.00327391778828665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18,1990-11-08,2,5,18,26.1,49005.0,7.5,1381,Med
18,19,14,0,17.15,0.0,0.0,0.36551215917464996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11016949152542373,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07811348563006633,0.3470891672807664,0.0,0.08106116433308769,0.12122328666175387,0.2247605011053795,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01105379513633014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19,1990-11-15,2,6,19,25.4,50691.0,8.0,1366,High
19,20,28,0,16.665,0.002107037505267594,0.0,0.7876106194690266,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03076274757690687,0.0,0.03497682258744206,0.0,0.0,0.02402022756005057,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12726506531816267,0.17656974294142436,0.0,0.21618204804045513,0.1415929203539823,0.0,0.0067425200168563,0.014327855035819638,0.0,0.0,0.021913190054782976,0.0,0.035398230088495575,0.015170670037926675,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05773282764433207,0.0,0.0,0.0,0.0,0.0,0.0,20,1990-11-22,2,7,20,25.9,47539.0,7.7,1324,Med
20,21,32,0,14.695,0.0,0.0,0.2758298270219729,0.0,0.0,0.04020570359981299,0.0,0.0,0.0,0.0,0.0,0.0,0.07012622720897616,0.0,0.0,0.0,0.02244039270687237,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06872370266479663,0.2426367461430575,0.021505376344086023,0.16643291257597007,0.06217858812529219,0.012155212716222535,0.0,0.0,0.004675081813931743,0.005142589995324918,0.0,0.017765310892940627,0.0,0.016830294530154277,0.0,0.0,0.005610098176718092,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07620383356708742,0.0,0.0,0.0,0.0,21,1990-12-06,2,8,21,26.2,57605.0,8.4,1522,High
21,22,24,0,12.208333333333334,0.0,0.0,0.3971981870622167,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2253811289658014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27523691800576844,0.13597033374536466,0.0,0.042027194066749075,0.037082818294190356,0.0,0.0,0.0,0.0,0.0,0.0,0.004944375772558714,0.0,0.02018953440461475,0.0,0.0,0.003296250515039143,0.03873094355170993,0.0,0.0,0.0,0.0,0.0,0.12525751957148742,0.0,0.0,0.0,0.0,0.0,0.0,22,1990-12-20,2,9,22,22.2,55413.0,8.1,1402,High
22,23,19,0,16.47,0.0,0.0,0.09484902309058614,0.0,0.05896980461811723,0.125044404973357,0.0,0.0,0.0,0.0,0.03339253996447602,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22984014209591475,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1669626998223801,0.18792184724689165,0.0,0.06856127886323268,0.012433392539964476,0.0,0.026287744227353464,0.18294849023090587,0.019538188277087035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003197158081705151,0.0,0.0,0.0,0.0,0.009591474245115453,0.0,0.0,0.0,0.0,23,1991-01-10,2,10,23,24.8,56486.0,7.8,1340,High
23,24,27,1,18.628333333333334,0.0,0.0,0.38269370021723387,0.0,0.0,0.04634322954380883,0.0,0.0,0.0,0.021361332367849383,0.0,0.0,0.0,0.049601737871107894,0.0,0.0,0.004706734250543085,0.0387400434467777,0.0,0.0,0.0,0.0,0.0,0.07603186097031137,0.0,0.0,0.0,0.0,0.0,0.0,0.08146270818247647,0.4377262853005069,0.0,0.05865314989138305,0.049601737871107894,0.01991310644460536,0.005068790731354091,0.01448225923244026,0.01991310644460536,0.028602461984069516,0.0,0.0,0.023533671252715424,0.026430123099203475,0.0,0.005068790731354091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04525706010137581,0.0,0.0,0.0,0.0,24,1991-01-24,2,11,24,24.2,50206.0,8.8,1687,High
