writer,writer_url,production_code,title
Mike Reiss,https://simpsonswiki.com/wiki/Mike_Reiss,2F32,"""'Round Springfield"" — story with Al Jean; teleplay by Joshua Sternin & Jeffrey Ventimillia"
Mike Reiss,https://simpsonswiki.com/wiki/Mike_Reiss,3G03,"""Simpsoncalifragilisticexpiala(Annoyed Grunt)cious"" — with Al Jean"
Mert Rich,https://simpsonswiki.com/wiki/Mert_Rich,DABF21,"""Helter Shelter"" — with Brian Pollack"
David Richardson,https://simpsonswiki.com/wiki/David_Richardson,1F14,"""Homer Loves Flanders"""
Jace Richdale,https://simpsonswiki.com/wiki/Jace_Richdale,1F16,"""Burns' Heir"""
Brian K. Roberts,https://simpsonswiki.com/wiki/Brian_K._Roberts,7F18,"""Brush with Greatness"""
Seth Rogen,https://simpsonswiki.com/wiki/Seth_Rogen,LABF13,"""Homer the Whopper"" (with Evan Goldberg)"
David Sacks,https://simpsonswiki.com/wiki/David_Sacks,2F08,"""Fear of Flying"""
Nell Scovell,https://simpsonswiki.com/wiki/Nell_Scovell,7F11,"""One Fish, Two Fish, Blowfish, Blue Fish"""
Brian Scully,https://simpsonswiki.com/wiki/Brian_Scully,5F17,"""Lost Our Lisa"""
Brian Scully,https://simpsonswiki.com/wiki/Brian_Scully,AABF08,"""Sunday, Cruddy Sunday"" — with Tom Martin, George Meyer and Mike Scully"
Brian Scully,https://simpsonswiki.com/wiki/Brian_Scully,AABF12,"""Make Room for Lisa"""
Mike Scully,https://simpsonswiki.com/wiki/Mike_Scully,1F17,"""Lisa's Rival"""
Mike Scully,https://simpsonswiki.com/wiki/Mike_Scully,2F05,"""Lisa on Ice"""
Mike Scully,https://simpsonswiki.com/wiki/Mike_Scully,2F18,"""Two Dozen and One Greyhounds"""
Mike Scully,https://simpsonswiki.com/wiki/Mike_Scully,3F07,"""Marge Be Not Proud"""
Mike Scully,https://simpsonswiki.com/wiki/Mike_Scully,3F10,"""Team Homer"""
Mike Scully,https://simpsonswiki.com/wiki/Mike_Scully,4F01,"""Lisa's Date with Density"""
Mike Scully,https://simpsonswiki.com/wiki/Mike_Scully,5F02,"""Treehouse of Horror VIII"" (The HΩmega Man)"
Mike Scully,https://simpsonswiki.com/wiki/Mike_Scully,AABF08,"""Sunday, Cruddy Sunday"" — with Tom Martin, George Meyer and Mike Scully"
Mike Scully,https://simpsonswiki.com/wiki/Mike_Scully,AABF23,"""Beyond Blunderdome"""
Mike Scully,https://simpsonswiki.com/wiki/Mike_Scully,BABF19,"""Behind the Laughter"" — with Tim Long, George Meyer and Matt Selman"
Mike Scully,https://simpsonswiki.com/wiki/Mike_Scully,CABF22,"""The Parent Rap"" — with George Meyer"
Mike Scully,https://simpsonswiki.com/wiki/Mike_Scully,DABF22,"""How I Spent My Strummer Vacation"""
Matt Selman,https://simpsonswiki.com/wiki/Matt_Selman,5F18,"""Natural Born Kissers"""
Matt Selman,https://simpsonswiki.com/wiki/Matt_Selman,AABF14,"""Simpsons Bible Stories"" (David & Goliath)"
Matt Selman,https://simpsonswiki.com/wiki/Matt_Selman,AABF18,"""They Saved Lisa's Brain"""
Matt Selman,https://simpsonswiki.com/wiki/Matt_Selman,BABF03,"""Eight Misbehavin'"""
Matt Selman,https://simpsonswiki.com/wiki/Matt_Selman,BABF19,"""Behind the Laughter"" — with Tim Long, George Meyer and Mike Scully"
Matt Selman,https://simpsonswiki.com/wiki/Matt_Selman,CABF01,"""Lisa the Tree Hugger"""
Matt Selman,https://simpsonswiki.com/wiki/Matt_Selman,CABF14,"""Trilogy of Error"""
Matt Selman,https://simpsonswiki.com/wiki/Matt_Selman,CABF17,"""Simpsons Tall Tales"" (Tom Sawyer/Huck Finn)"
Matt Selman,https://simpsonswiki.com/wiki/Matt_Selman,DABF05,"""Jaws Wired Shut"""
Matt Selman,https://simpsonswiki.com/wiki/Matt_Selman,EABF03,"""The Dad Who Knew Too Little"""
Matt Selman,https://simpsonswiki.com/wiki/Matt_Selman,FABF20,"""All's Fair in Oven War"""
Matt Selman,https://simpsonswiki.com/wiki/Matt_Selman,GABF03,"""Pranksta Rap"""
Matt Selman,https://simpsonswiki.com/wiki/Matt_Selman,GABF12,"""Future-Drama"""
Matt Selman,https://simpsonswiki.com/wiki/Matt_Selman,HABF12,"""Girls Just Want to Have Sums"""
Matt Selman,https://simpsonswiki.com/wiki/Matt_Selman,JABF02,"""The Haw-Hawed Couple"""
Matt Selman,https://simpsonswiki.com/wiki/Matt_Selman,JABF17,"""Husbands and Knives"""
Matt Selman,https://simpsonswiki.com/wiki/Matt_Selman,KABF04,"""That '90s Show"""
Matt Selman,https://simpsonswiki.com/wiki/Matt_Selman,LABF15,"""Bart Gets a ""Z"""""
Matt Selman,https://simpsonswiki.com/wiki/Matt_Selman,MABF01,"""Oh Brother, Where Bart Thou?"""
Matt Selman,https://simpsonswiki.com/wiki/Matt_Selman,NABF04,"""Flaming Moe"""
Matt Selman,https://simpsonswiki.com/wiki/Matt_Selman,NABF20,"""The Food Wife"""
Matt Selman,https://simpsonswiki.com/wiki/Matt_Selman,PABF20,"""The Day the Earth Stood Cool"""
Matt Selman,https://simpsonswiki.com/wiki/Matt_Selman,RABF06,"""Gorgeous Grampa"""
Matt Selman,https://simpsonswiki.com/wiki/Matt_Selman,RABF09,"""Black-Eyed, Please"""
Matt Selman,https://simpsonswiki.com/wiki/Matt_Selman,SABF22,"""Opposites A-Frack"""
Matt Selman,https://simpsonswiki.com/wiki/Matt_Selman,TABF02,"""Covercraft"""
Sam Simon,https://simpsonswiki.com/wiki/Sam_Simon,7G07,"""The Telltale Head"" — with Al Jean, Mike Reiss and Matt Groening"
Sam Simon,https://simpsonswiki.com/wiki/Sam_Simon,7G13,"""The Crepes of Wrath"" — with George Meyer, John Swartzwelder and Jon Vitti"
Sam Simon,https://simpsonswiki.com/wiki/Sam_Simon,7G01,"""Some Enchanted Evening"" — with Matt Groening"
Sam Simon,https://simpsonswiki.com/wiki/Sam_Simon,7F01,"""Two Cars in Every Garage, Three Eyes on Every Fish"" — with John Swartzwelder"
Sam Simon,https://simpsonswiki.com/wiki/Sam_Simon,7F04,"""Treehouse of Horror"" (The Raven) — with Edgar Allan Poe"
Sam Simon,https://simpsonswiki.com/wiki/Sam_Simon,7F12,"""The Way We Was"" — with Al Jean & Mike Reiss"
Sam Simon,https://simpsonswiki.com/wiki/Sam_Simon,8F02,"""Treehouse of Horror II"" — contributor"
Sam Simon,https://simpsonswiki.com/wiki/Sam_Simon,8F04,"""Black Widower"" — story, with Thomas Chastain; teleplay by Jon Vitti"
Sam Simon,https://simpsonswiki.com/wiki/Sam_Simon,9F04,"""Treehouse of Horror III"" (Dial ""Z"" for Zombies) — with Jon Vitti"
Dennis Snee,https://simpsonswiki.com/wiki/Dennis_Snee,EABF02,"""Special Edna"""
Robin J. Stein,https://simpsonswiki.com/wiki/Robin_J._Stein,FABF05,"""Diatribe of a Mad Housewife"""
David H. Steinberg,https://simpsonswiki.com/wiki/David_H._Steinberg,SABF15,"""Pay Pal"""
David M. Stern,https://simpsonswiki.com/wiki/David_M._Stern,7F03,"""Bart Gets an ""F"""""
David M. Stern,https://simpsonswiki.com/wiki/David_M._Stern,7F15,"""Principal Charming"""
David M. Stern,https://simpsonswiki.com/wiki/David_M._Stern,8F14,"""Homer Alone"""
David M. Stern,https://simpsonswiki.com/wiki/David_M._Stern,8F24,"""Kamp Krusty"""
David M. Stern,https://simpsonswiki.com/wiki/David_M._Stern,9F11,"""Selma's Choice"""
David M. Stern,https://simpsonswiki.com/wiki/David_M._Stern,9F14,"""Duffless"""
David M. Stern,https://simpsonswiki.com/wiki/David_M._Stern,AABF06,"""Viva Ned Flanders"""
David M. Stern,https://simpsonswiki.com/wiki/David_M._Stern,AABF10,"""Marge Simpson in: ""Screaming Yellow Honkers"""""
Joshua Sternin,https://simpsonswiki.com/wiki/Joshua_Sternin,2F32,"""'Round Springfield"" — teleplay with Jeffrey Ventimilia; story by Al Jean & Mike Reiss"
Joshua Sternin,https://simpsonswiki.com/wiki/Joshua_Sternin,3G04,"""Simpson Tide"" — with Jeffrey Ventimilia"
John Swartzwelder,https://simpsonswiki.com/wiki/John_Swartzwelder,7G05,"""Bart the General"""
John Swartzwelder,https://simpsonswiki.com/wiki/John_Swartzwelder,7G09,"""The Call of the Simpsons"""
John Swartzwelder,https://simpsonswiki.com/wiki/John_Swartzwelder,7G11,"""Life on the Fast Lane"""
John Swartzwelder,https://simpsonswiki.com/wiki/John_Swartzwelder,7G13,"""The Crepes of Wrath"" — with George Meyer, Sam Simon and Jon Vitti"
John Swartzwelder,https://simpsonswiki.com/wiki/John_Swartzwelder,7F04,"""Treehouse of Horror"" (Bad Dream House)"
John Swartzwelder,https://simpsonswiki.com/wiki/John_Swartzwelder,7F01,"""Two Cars in Every Garage and Three Eyes on Every Fish"" — with Sam Simon"
John Swartzwelder,https://simpsonswiki.com/wiki/John_Swartzwelder,7F09,"""Itchy & Scratchy & Marge"""
John Swartzwelder,https://simpsonswiki.com/wiki/John_Swartzwelder,7F10,"""Bart Gets Hit by a Car"""
John Swartzwelder,https://simpsonswiki.com/wiki/John_Swartzwelder,7F20,"""The War of the Simpsons"""
John Swartzwelder,https://simpsonswiki.com/wiki/John_Swartzwelder,8F03,"""Bart the Murderer"""
John Swartzwelder,https://simpsonswiki.com/wiki/John_Swartzwelder,8F02,"""Treehouse of Horror II"" — contributor"
John Swartzwelder,https://simpsonswiki.com/wiki/John_Swartzwelder,8F13,"""Homer at the Bat"""
John Swartzwelder,https://simpsonswiki.com/wiki/John_Swartzwelder,8F17,"""Dog of Death"""
John Swartzwelder,https://simpsonswiki.com/wiki/John_Swartzwelder,8F23,"""Brother, Can You Spare Two Dimes?"""
John Swartzwelder,https://simpsonswiki.com/wiki/John_Swartzwelder,9F03,"""Itchy & Scratchy: The Movie"""
John Swartzwelder,https://simpsonswiki.com/wiki/John_Swartzwelder,9F18,"""Whacking Day"""
John Swartzwelder,https://simpsonswiki.com/wiki/John_Swartzwelder,9F19,"""Krusty Gets Kancelled"""
John Swartzwelder,https://simpsonswiki.com/wiki/John_Swartzwelder,1F01,"""Rosebud"""
John Swartzwelder,https://simpsonswiki.com/wiki/John_Swartzwelder,1F09,"""Homer the Vigilante"""
John Swartzwelder,https://simpsonswiki.com/wiki/John_Swartzwelder,1F11,"""Bart Gets Famous"""
John Swartzwelder,https://simpsonswiki.com/wiki/John_Swartzwelder,1F15,"""Bart Gets an Elephant"""
John Swartzwelder,https://simpsonswiki.com/wiki/John_Swartzwelder,1F19,"""The Boy Who Knew Too Much"""
John Swartzwelder,https://simpsonswiki.com/wiki/John_Swartzwelder,2F01,"""Itchy & Scratchy Land"""
John Swartzwelder,https://simpsonswiki.com/wiki/John_Swartzwelder,2F09,"""Homer the Great"""
John Swartzwelder,https://simpsonswiki.com/wiki/John_Swartzwelder,2F11,"""Bart's Comet"""
John Swartzwelder,https://simpsonswiki.com/wiki/John_Swartzwelder,2F12,"""Homie the Clown"""
John Swartzwelder,https://simpsonswiki.com/wiki/John_Swartzwelder,2F17,"""Radioactive Man"""
John Swartzwelder,https://simpsonswiki.com/wiki/John_Swartzwelder,3F04,"""Treehouse of Horror VI""(Attack of the 50-Foot Eyesores)"
John Swartzwelder,https://simpsonswiki.com/wiki/John_Swartzwelder,3F12,"""Bart the Fink"" — teleplay; story by Bob Kushell"
John Swartzwelder,https://simpsonswiki.com/wiki/John_Swartzwelder,3F14,"""Homer the Smithers"""
John Swartzwelder,https://simpsonswiki.com/wiki/John_Swartzwelder,3F16,"""The Day the Violence Died"""
John Swartzwelder,https://simpsonswiki.com/wiki/John_Swartzwelder,3F23,"""You Only Move Twice"""
John Swartzwelder,https://simpsonswiki.com/wiki/John_Swartzwelder,4F10,"""Mountain of Madness"""
John Swartzwelder,https://simpsonswiki.com/wiki/John_Swartzwelder,4F15,"""Homer vs. the Eighteenth Amendment"""
John Swartzwelder,https://simpsonswiki.com/wiki/John_Swartzwelder,4F17,"""The Old Man and the Lisa"""
John Swartzwelder,https://simpsonswiki.com/wiki/John_Swartzwelder,4F19,"""Homer's Enemy"""
John Swartzwelder,https://simpsonswiki.com/wiki/John_Swartzwelder,5F01,"""The Cartridge Family"""
John Swartzwelder,https://simpsonswiki.com/wiki/John_Swartzwelder,5F08,"""Bart Carny"""
John Swartzwelder,https://simpsonswiki.com/wiki/John_Swartzwelder,5F16,"""King of the Hill"""
John Swartzwelder,https://simpsonswiki.com/wiki/John_Swartzwelder,5F21,"""The Wizard of Evergreen Terrace"""
John Swartzwelder,https://simpsonswiki.com/wiki/John_Swartzwelder,AABF04,"""Homer Simpson in: ""Kidney Trouble"""""
John Swartzwelder,https://simpsonswiki.com/wiki/John_Swartzwelder,AABF09,"""Homer to the Max"""
John Swartzwelder,https://simpsonswiki.com/wiki/John_Swartzwelder,AABF13,"""Maximum Homerdrive"""
John Swartzwelder,https://simpsonswiki.com/wiki/John_Swartzwelder,AABF17,"""Monty Can't Buy Me Love"""
John Swartzwelder,https://simpsonswiki.com/wiki/John_Swartzwelder,BABF05,"""Take My Wife, Sleaze"""
John Swartzwelder,https://simpsonswiki.com/wiki/John_Swartzwelder,BABF08,"""The Mansion Family"""
John Swartzwelder,https://simpsonswiki.com/wiki/John_Swartzwelder,BABF16,"""Kill the Alligator and Run"""
John Swartzwelder,https://simpsonswiki.com/wiki/John_Swartzwelder,BABF20,"""A Tale of Two Springfields"""
John Swartzwelder,https://simpsonswiki.com/wiki/John_Swartzwelder,CABF02,"""The Computer Wore Menace Shoes"""
John Swartzwelder,https://simpsonswiki.com/wiki/John_Swartzwelder,CABF09,"""Hungry, Hungry Homer"""
John Swartzwelder,https://simpsonswiki.com/wiki/John_Swartzwelder,CABF13,"""Simpson Safari"""
John Swartzwelder,https://simpsonswiki.com/wiki/John_Swartzwelder,CABF18,"""A Hunka Hunka Burns in Love"""
John Swartzwelder,https://simpsonswiki.com/wiki/John_Swartzwelder,DABF07,"""The Lastest Gun in the West"""
John Swartzwelder,https://simpsonswiki.com/wiki/John_Swartzwelder,DABF13,"""I Am Furious (Yellow)"""
John Swartzwelder,https://simpsonswiki.com/wiki/John_Swartzwelder,DABF14,"""The Sweetest Apu"""
John Swartzwelder,https://simpsonswiki.com/wiki/John_Swartzwelder,DABF16,"""The Frying Game"""
John Swartzwelder,https://simpsonswiki.com/wiki/John_Swartzwelder,EABF09,"""Mr. Spritz Goes to Washington"""
John Swartzwelder,https://simpsonswiki.com/wiki/John_Swartzwelder,EABF21,"""Treehouse of Horror XIV"""
John Swartzwelder,https://simpsonswiki.com/wiki/John_Swartzwelder,EABF22,"""The Regina Monologues"""
Dana Gould,https://simpsonswiki.com/wiki/Dana_Gould,GABF06,"""Goo Goo Gai Pan"""
Julie Thacker,https://simpsonswiki.com/wiki/Julie_Thacker,AABF16,"""The Old Man and the ""C"" Student"""
Julie Thacker,https://simpsonswiki.com/wiki/Julie_Thacker,BABF15,"""Last Tap Dance in Springfield"""
Julie Thacker,https://simpsonswiki.com/wiki/Julie_Thacker,CABF15,"""I'm Goin' to Praiseland"""
Steve Tompkins,https://simpsonswiki.com/wiki/Steve_Tompkins,3F04,"""Treehouse of Horror VI"" (Nightmare on Evergreen Terrace)"
Steve Tompkins,https://simpsonswiki.com/wiki/Steve_Tompkins,3F18,"""22 Short Films About Springfield"" – contributor"
Steve Tompkins,https://simpsonswiki.com/wiki/Steve_Tompkins,4F04,"""A Milhouse Divided"""
Steve Tompkins,https://simpsonswiki.com/wiki/Steve_Tompkins,4F20,"""The Simpsons Spin-Off Showcase"" (The Simpson Family Smile-Time Variety Hour)"
Eric Towner,https://simpsonswiki.com/wiki/Eric_Towner,RABF12,"""The Fabulous Faker Boy"" — with John Harvatine IV"
Dan Vebber,https://simpsonswiki.com/wiki/Dan_Vebber,NABF22,"""The Book Job"""
Jeffrey Ventimilia,https://simpsonswiki.com/wiki/Jeffrey_Ventimilia,2F32,"""'Round Springfield"" — teleplay with Joshua Sternin; story by Al Jean & Mike Reiss"
Jeffrey Ventimilia,https://simpsonswiki.com/wiki/Jeffrey_Ventimilia,3G04,"""Simpson Tide"" — with Joshua Sternin"
Patric Verrone,https://simpsonswiki.com/wiki/Patric_Verrone,GABF19,"""Milhouse of Sand and Fog"""
Steve Viksten,https://simpsonswiki.com/wiki/Steve_Viksten,NABF13,"""Homer Scissorhands"""
Jon Vitti,https://simpsonswiki.com/wiki/Jon_Vitti,7G02,"""Bart the Genius"""
Jon Vitti,https://simpsonswiki.com/wiki/Jon_Vitti,7G10,"""Homer's Night Out"""
Jon Vitti,https://simpsonswiki.com/wiki/Jon_Vitti,7G13,"""The Crepes of Wrath"" — with George Meyer, Sam Simon and John Swartzwelder"
Jon Vitti,https://simpsonswiki.com/wiki/Jon_Vitti,7F02,"""Simpson and Delilah"""
Jon Vitti,https://simpsonswiki.com/wiki/Jon_Vitti,7F14,"""Bart's Dog Gets an ""F"""""
Jon Vitti,https://simpsonswiki.com/wiki/Jon_Vitti,7F19,"""Lisa's Substitute"""
Jon Vitti,https://simpsonswiki.com/wiki/Jon_Vitti,7F23,"""When Flanders Failed"""
Jon Vitti,https://simpsonswiki.com/wiki/Jon_Vitti,8F09,"""Burns Verkaufen der Kraftwerk"" (Burns is Selling the Power Plant)"
Jon Vitti,https://simpsonswiki.com/wiki/Jon_Vitti,8F11,"""Radio Bart"""
Jon Vitti,https://simpsonswiki.com/wiki/Jon_Vitti,8F16,"""Bart the Lover"""
Jon Vitti,https://simpsonswiki.com/wiki/Jon_Vitti,8F20,"""Black Widower"" — teleplay; story by Thomas Chastain and Sam Simon"
Jon Vitti,https://simpsonswiki.com/wiki/Jon_Vitti,9F04,"""Treehouse of Horror III (Dial ""Z"" for Zombies) — with Sam Simon"""
Jon Vitti,https://simpsonswiki.com/wiki/Jon_Vitti,9F07,"""Mr. Plow"""
Jon Vitti,https://simpsonswiki.com/wiki/Jon_Vitti,9F12,"""Brother from the Same Planet"""
Jon Vitti,https://simpsonswiki.com/wiki/Jon_Vitti,9F17,"""So It's Come to This: A Simpsons Clip Show"""
Jon Vitti,https://simpsonswiki.com/wiki/Jon_Vitti,9F22,"""Cape Feare"""
Jon Vitti,https://simpsonswiki.com/wiki/Jon_Vitti,3F01,"""Home Sweet Homediddly-Dum-Doodily"""
Jon Vitti,https://simpsonswiki.com/wiki/Jon_Vitti,DABF09,"""The Old Man and the Key"""
Jon Vitti,https://simpsonswiki.com/wiki/Jon_Vitti,DABF11,"""Weekend at Burnsie's"" — as ""Jon M. Vitti"""
Jon Vitti,https://simpsonswiki.com/wiki/Jon_Vitti,DABF15,"""Little Girl in the Big Ten"""
Jon Vitti,https://simpsonswiki.com/wiki/Jon_Vitti,FABF03,"""Marge vs. Singles, Seniors, Childless Couples and Teens and Gays"""
Jon Vitti,https://simpsonswiki.com/wiki/Jon_Vitti,FABF15,"""Simple Simpson"""
Jon Vitti,https://simpsonswiki.com/wiki/Jon_Vitti,FABF19,"""Sleeping with the Enemy"""
Matt Warburton,https://simpsonswiki.com/wiki/Matt_Warburton,DABF08,"""Tales from the Public Domain"" (The Odyssey)"
Matt Warburton,https://simpsonswiki.com/wiki/Matt_Warburton,EABF12,"""Three Gays of the Condo"
Matt Warburton,https://simpsonswiki.com/wiki/Matt_Warburton,FABF10,"""Co-Dependent's Day"""
Matt Warburton,https://simpsonswiki.com/wiki/Matt_Warburton,GABF09,"""The Father, the Son and the Holy Guest Star"""
Matt Warburton,https://simpsonswiki.com/wiki/Matt_Warburton,HABF19,"""Moe'N'a Lisa"""
Matt Warburton,https://simpsonswiki.com/wiki/Matt_Warburton,HABF20,"""Please Homer, Don't Hammer 'Em"""
Matt Warburton,https://simpsonswiki.com/wiki/Matt_Warburton,JABF07,"""Springfield Up"""
Matt Warburton,https://simpsonswiki.com/wiki/Matt_Warburton,KABF16,"""Treehouse of Horror XIX"""
Matt Warburton,https://simpsonswiki.com/wiki/Matt_Warburton,MABF14,"""The Squirt and the Whale"""
Matt Warburton,https://simpsonswiki.com/wiki/Matt_Warburton,NABF11,"""The Great Simpsina"""
Matt Warburton,https://simpsonswiki.com/wiki/Matt_Warburton,PABF12,"""A Totally Fun Thing That Bart Will Never Do Again"""
Josh Weinstein,https://simpsonswiki.com/wiki/Josh_Weinstein,9F05,"""Marge Gets a Job"" — with Bill Oakley"
Josh Weinstein,https://simpsonswiki.com/wiki/Josh_Weinstein,9F20,"""Marge in Chains"" — with Bill Oakley"
Josh Weinstein,https://simpsonswiki.com/wiki/Josh_Weinstein,1F04,"""Treehouse of Horror IV""(Nightmare at 3_ Feet) — with Bill Oakley"
Josh Weinstein,https://simpsonswiki.com/wiki/Josh_Weinstein,1F08,"""$pringfield (Or, How I Learned to Stop Worrying and Love Legalized Gambling)"" — with Bill Oakley"
Josh Weinstein,https://simpsonswiki.com/wiki/Josh_Weinstein,1F12,"""Lisa vs. Malibu Stacy"" — with Bill Oakley"
Josh Weinstein,https://simpsonswiki.com/wiki/Josh_Weinstein,1F18,"""Sweet Seymour Skinner's Baadasssss Song"" — with Bill Oakley"
Josh Weinstein,https://simpsonswiki.com/wiki/Josh_Weinstein,1F21,"""Lady Bouvier's Lover"" — with Bill Oakley"
Josh Weinstein,https://simpsonswiki.com/wiki/Josh_Weinstein,2F02,"""Sideshow Bob Roberts"" — with Bill Oakley"
Josh Weinstein,https://simpsonswiki.com/wiki/Josh_Weinstein,2F07,"""Grampa vs. Sexual Inadequacy — with Bill Oakley"""
Josh Weinstein,https://simpsonswiki.com/wiki/Josh_Weinstein,2F13,"""Bart vs. Australia"" — with Bill Oakley"
Josh Weinstein,https://simpsonswiki.com/wiki/Josh_Weinstein,2F16,"""Who Shot Mr. Burns?"" (Part One) — with Bill Oakley"
Josh Weinstein,https://simpsonswiki.com/wiki/Josh_Weinstein,2F20,"""Who Shot Mr. Burns?"" (Part Two) — with Bill Oakley"
Josh Weinstein,https://simpsonswiki.com/wiki/Josh_Weinstein,3F18,"""22 Short Films About Springfield"" — contributor"
Jeff Westbrook,https://simpsonswiki.com/wiki/Jeff_Westbrook,GABF05,"""On a Clear Day I Can't See My Sister"""
Jeff Westbrook,https://simpsonswiki.com/wiki/Jeff_Westbrook,HABF11,"""The Wettest Stories Ever Told"""
Jeff Westbrook,https://simpsonswiki.com/wiki/Jeff_Westbrook,JABF01,"""Kill Gil, Volumes I & II"""
Jeff Westbrook,https://simpsonswiki.com/wiki/Jeff_Westbrook,KABF10,"""Apocalypse Cow"""
Jeff Westbrook,https://simpsonswiki.com/wiki/Jeff_Westbrook,LABF03,"""No Loan Again, Naturally"""
Jeff Westbrook,https://simpsonswiki.com/wiki/Jeff_Westbrook,LABF18,"""Pranks and Greens"""
Jeff Westbrook,https://simpsonswiki.com/wiki/Jeff_Westbrook,NABF15,"""The Ned-liest Catch"""
Jeff Westbrook,https://simpsonswiki.com/wiki/Jeff_Westbrook,PABF01,"""The Man in the Blue Flannel Pants"""
Jeff Westbrook,https://simpsonswiki.com/wiki/Jeff_Westbrook,RABF16,"""Treehouse of Horror XXIV"""
Jeff Westbrook,https://simpsonswiki.com/wiki/Jeff_Westbrook,SABF07,"""The Man Who Grew Too Much"""
Jeff Westbrook,https://simpsonswiki.com/wiki/Jeff_Westbrook,SABF17,"""The Wreck of the Relationship"""
Marc Wilmore,https://simpsonswiki.com/wiki/Marc_Wilmore,DABF19,"""Treehouse of Horror XIII (Send In the Clones)"""
Marc Wilmore,https://simpsonswiki.com/wiki/Marc_Wilmore,EABF16,"""The Bart of War"""
Marc Wilmore,https://simpsonswiki.com/wiki/Marc_Wilmore,FABF16,"""Midnight Rx"""
Marc Wilmore,https://simpsonswiki.com/wiki/Marc_Wilmore,GABF17,"""Treehouse of Horror XVI"""
Marc Wilmore,https://simpsonswiki.com/wiki/Marc_Wilmore,HABF13,"""Regarding Margie"""
Marc Wilmore,https://simpsonswiki.com/wiki/Marc_Wilmore,JABF16,"""Treehouse of Horror XVIII"""
Marc Wilmore,https://simpsonswiki.com/wiki/Marc_Wilmore,KABF20,"""MyPods and Boomsticks"""
Marc Wilmore,https://simpsonswiki.com/wiki/Marc_Wilmore,LABF07,"""The Good, the Sad, and the Drugly"""
Marc Wilmore,https://simpsonswiki.com/wiki/Marc_Wilmore,PABF09,"""Exit Through the Kwik-E-Mart"""
Marc Wilmore,https://simpsonswiki.com/wiki/Marc_Wilmore,PABF13,"""The Spy Who Learned Me"""
Marc Wilmore,https://simpsonswiki.com/wiki/Marc_Wilmore,RABF18,"""Four Regrettings and a Funeral"""
Penny Wise[1],,2F33,"""Another Simpsons Clip Show"""
Penny Wise[1],,3F31,"""The Simpsons 138th Episode Spectacular"""
Wallace Wolodarsky,https://simpsonswiki.com/wiki/Wallace_Wolodarsky,7G03,"""Homer's Odyssey"" — with Jay Kogen"
Wallace Wolodarsky,https://simpsonswiki.com/wiki/Wallace_Wolodarsky,7G12,"""Krusty Gets Busted"" — with Jay Kogen"
Wallace Wolodarsky,https://simpsonswiki.com/wiki/Wallace_Wolodarsky,7F04,"""Treehouse of Horror"" (Hungry Are the Damned) — with Jay Kogen"
Wallace Wolodarsky,https://simpsonswiki.com/wiki/Wallace_Wolodarsky,7F06,"""Bart the Daredevil"" — with Jay Kogen"
Wallace Wolodarsky,https://simpsonswiki.com/wiki/Wallace_Wolodarsky,7F17,"""Old Money"" — with Jay Kogen"
Wallace Wolodarsky,https://simpsonswiki.com/wiki/Wallace_Wolodarsky,8F05,"""Like Father, Like Clown"" — with Jay Kogen"
Wallace Wolodarsky,https://simpsonswiki.com/wiki/Wallace_Wolodarsky,8F12,"""Lisa the Greek"" — with Jay Kogen"
Wallace Wolodarsky,https://simpsonswiki.com/wiki/Wallace_Wolodarsky,8F22,"""Bart's Friend Falls in Love"" — with Jay Kogen"
Wallace Wolodarsky,https://simpsonswiki.com/wiki/Wallace_Wolodarsky,9F04,"""Treehouse of Horror III"" (King Homer) — with Jay Kogen"
Wallace Wolodarsky,https://simpsonswiki.com/wiki/Wallace_Wolodarsky,SABF07,"""Last Exit to Springfield"" — with Jay Kogen"
William Wright,https://simpsonswiki.com/wiki/William_Wright,KABF07,"""Dial ""N"" for Nerder"" — with Carolyn Omine"
William Wright,https://simpsonswiki.com/wiki/William_Wright,MABF09,"""Chief of Hearts"" — with Carolyn Omine"
