writer,writer_url,production_code,title
Ken Keeler,https://simpsonswiki.com/wiki/Ken_Keeler,3F09,"""Two Bad Neighbors"""
Ken Keeler,https://simpsonswiki.com/wiki/Ken_Keeler,4F02,"""Treehouse of Horror VII"" (The Thing and I)"
Ken Keeler,https://simpsonswiki.com/wiki/Ken_Keeler,3F24,"""El Viaje Misterioso de Nuestro Jomer"" (The Mysterious Voyage of Homer)"
Ken Keeler,https://simpsonswiki.com/wiki/Ken_Keeler,4F14,"""Brother from Another Series"""
Ken Keeler,https://simpsonswiki.com/wiki/Ken_Keeler,4F20,"""The Simpsons Spin-Off Showcase"" — story"
Ken Keeler,https://simpsonswiki.com/wiki/Ken_Keeler,4F23,"""The Principal and the Pauper"""
Brian Kelley,https://simpsonswiki.com/wiki/Brian_Kelley,DABF19,"""Treehouse of Horror XIII"" (The Fright to Creep and Scare Harms)"
Brian Kelley,https://simpsonswiki.com/wiki/Brian_Kelley,EABF08,"""A Star Is Born Again"""
Brian Kelley,https://simpsonswiki.com/wiki/Brian_Kelley,FABF06,"""Margical History Tour"""
Brian Kelley,https://simpsonswiki.com/wiki/Brian_Kelley,KABF22,"""Lisa the Drama Queen"""
Brian Kelley,https://simpsonswiki.com/wiki/Brian_Kelley,MABF04,"""Postcards from the Wedge"""
Brian Kelley,https://simpsonswiki.com/wiki/Brian_Kelley,NABF03,"""Moms I'd Like to Forget"""
Brian Kelley,https://simpsonswiki.com/wiki/Brian_Kelley,PABF17,"""Treehouse of Horror XXIII"" – with David Mandel"
Brian Kelley,https://simpsonswiki.com/wiki/Brian_Kelley,RABF02,"""Homer Goes to Prep School"""
Brian Kelley,https://simpsonswiki.com/wiki/Brian_Kelley,RABF21,"""Brick Like Me"""
Brian Kelley,https://simpsonswiki.com/wiki/Brian_Kelley,SABF06,"""Specs and the City"""
Mick Kelly,https://simpsonswiki.com/wiki/Mick_Kelly,JABF22,"""Little Orphan Millie"""
Billy Kimball,https://simpsonswiki.com/wiki/Billy_Kimball,JABF14,"""24 Minutes"" - with Ian Maxtone-Graham"
Billy Kimball,https://simpsonswiki.com/wiki/Billy_Kimball,KABF08,"""Smoke on the Daughter"""
Billy Kimball,https://simpsonswiki.com/wiki/Billy_Kimball,KABF18,"""Dangerous Curves"" - with Ian Maxtone-Graham"
Billy Kimball,https://simpsonswiki.com/wiki/Billy_Kimball,LABF04,"""Gone Maggie Gone"" - with Ian Maxtone-Graham"
Billy Kimball,https://simpsonswiki.com/wiki/Billy_Kimball,NABF08,"""A Midsummer's Nice Dreams"" - with Ian Maxtone-Graham"
Billy Kimball,https://simpsonswiki.com/wiki/Billy_Kimball,PABF08,"""How I Wet Your Mother"" - with Ian Maxtone-Graham"
Billy Kimball,https://simpsonswiki.com/wiki/Billy_Kimball,RABF10,"""Dark Knight Court"" - with Ian Maxtone-Graham"
Billy Kimball,https://simpsonswiki.com/wiki/Billy_Kimball,SABF18,"""The Yellow Badge of Cowardage"" - with Ian Maxtone-Graham"
Jay Kogen,https://simpsonswiki.com/wiki/Jay_Kogen,7G03,"""Homer's Odyssey"" — with Wallace Wolodarsky"
Jay Kogen,https://simpsonswiki.com/wiki/Jay_Kogen,7G12,"""Krusty Gets Busted"" — with Wallace Wolodarsky"
Jay Kogen,https://simpsonswiki.com/wiki/Jay_Kogen,7F04,"""Treehouse of Horror"" (Hungry Are the Damned) — with Wallace Wolodarsky"
Jay Kogen,https://simpsonswiki.com/wiki/Jay_Kogen,7F06,"""Bart the Daredevil"" — with Wallace Wolodarsky"
Jay Kogen,https://simpsonswiki.com/wiki/Jay_Kogen,7F17,"""Old Money"" — with Wallace Wolodarsky"
Jay Kogen,https://simpsonswiki.com/wiki/Jay_Kogen,8F05,"""Like Father, Like Clown"" — with Wallace Wolodarsky"
Jay Kogen,https://simpsonswiki.com/wiki/Jay_Kogen,8F12,"""Lisa the Greek"" — with Wallace Wolodarsky"
Jay Kogen,https://simpsonswiki.com/wiki/Jay_Kogen,8F22,"""Bart's Friend Falls in Love"" — with Wallace Wolodarsky"
Jay Kogen,https://simpsonswiki.com/wiki/Jay_Kogen,9F04,"""Treehouse of Horror III"" (King Homer) — with Wallace Wolodarsky"
Jay Kogen,https://simpsonswiki.com/wiki/Jay_Kogen,9F15,"""Last Exit to Springfield"" — with Wallace Wolodarsky"
Andrew Kreisberg,https://simpsonswiki.com/wiki/Andrew_Kreisberg,DABF08,"""Tales from the Public Domain"" (Hamlet)"
Andrew Kreisberg,https://simpsonswiki.com/wiki/Andrew_Kreisberg,EABF05,"""Barting Over"""
Bob Kushell,https://simpsonswiki.com/wiki/Bob_Kushell,2F03,"""Treehouse of Horror V"" (The Shinning)"
Bob Kushell,https://simpsonswiki.com/wiki/Bob_Kushell,3F12,"""Bart the Fink"" — story; teleplay by John Swartzwelder"
Deb Lacusta,https://simpsonswiki.com/wiki/Deb_Lacusta,BABF14,"""Days of Wine and D'oh'ses"" - with Dan Castellaneta"
Deb Lacusta,https://simpsonswiki.com/wiki/Deb_Lacusta,DABF12,"""Gump Roast"" - with Dan Castellaneta"
Deb Lacusta,https://simpsonswiki.com/wiki/Deb_Lacusta,FABF08,"""The Ziff Who Came to Dinner"" - with Dan Castellaneta"
Deb Lacusta,https://simpsonswiki.com/wiki/Deb_Lacusta,HABF10,"""Kiss Kiss Bang Bangalore"" - with Dan Castellaneta"
Deb Lacusta,https://simpsonswiki.com/wiki/Deb_Lacusta,MABF22,"""The Fight Before Christmas"" - with Dan Castellaneta"
Deb Lacusta,https://simpsonswiki.com/wiki/Deb_Lacusta,NABF09,"""A Midsummer's Nice Dreams"" - with Dan Castellaneta"
Deb Lacusta,https://simpsonswiki.com/wiki/Deb_Lacusta,PABF02,"""The Ten-Per-Cent Solution"" - with Dan Castellaneta"
Adam I. Lapidus,https://simpsonswiki.com/wiki/Adam_I._Lapidus,9F16,"""The Front"""
Rob LaZebnik,https://simpsonswiki.com/wiki/Rob_LaZebnik,BABF21,"""Treehouse of Horror XI"" (G-G-Ghost D-D-Dad)"
Rob LaZebnik,https://simpsonswiki.com/wiki/Rob_LaZebnik,CABF04,"""Homer vs. Dignity"""
Rob LaZebnik,https://simpsonswiki.com/wiki/Rob_LaZebnik,LABF08,"""Father Knows Worst"""
Rob LaZebnik,https://simpsonswiki.com/wiki/Rob_LaZebnik,MABF05,"""Boy Meets Curl"""
Rob LaZebnik,https://simpsonswiki.com/wiki/Rob_LaZebnik,NABF06,"""The Blue and the Gray"""
Rob LaZebnik,https://simpsonswiki.com/wiki/Rob_LaZebnik,PABF06,"""The Daughter Also Rises"""
Rob LaZebnik,https://simpsonswiki.com/wiki/Rob_LaZebnik,RABF04,"""Changing of the Guardian"""
Rob LaZebnik,https://simpsonswiki.com/wiki/Rob_LaZebnik,SABF10,"""The War of Art"""
Ken Levine,https://simpsonswiki.com/wiki/Ken_Levine,7F05,"""Dancin' Homer"" — with David Isaacs"
Ken Levine,https://simpsonswiki.com/wiki/Ken_Levine,8F07,"""Saturdays of Thunder"" — with David Isaacs"
Josh Lieb,https://simpsonswiki.com/wiki/Josh_Lieb,DABF08,"""Tales from the Public Domain (Joan of Arc)"
Tim Long,https://simpsonswiki.com/wiki/Tim_Long,AABF14,"""Simpsons Bible Stories"" (Adam & Eve)"
Tim Long,https://simpsonswiki.com/wiki/Tim_Long,BABF01,"""Treehouse of Horror X"" (Desperately Xeeking Xena)"
Tim Long,https://simpsonswiki.com/wiki/Tim_Long,BABF09,"""Saddlesore Galactica"""
Tim Long,https://simpsonswiki.com/wiki/Tim_Long,BABF19,"""Behind the Laughter"" - with George Meyer, Mike Scully and Matt Selman"
Tim Long,https://simpsonswiki.com/wiki/Tim_Long,CABF06,"""Skinner's Sense of Snow"""
Tim Long,https://simpsonswiki.com/wiki/Tim_Long,CABF12,"""New Kids on the Blecch"""
Tim Long,https://simpsonswiki.com/wiki/Tim_Long,DABF04,"""Half-Decent Proposal"""
Tim Long,https://simpsonswiki.com/wiki/Tim_Long,DABF20,"""Bart vs. Lisa vs. the Third Grade"""
Tim Long,https://simpsonswiki.com/wiki/Tim_Long,EABF15,"""Brake My Wife, Please"""
Tim Long,https://simpsonswiki.com/wiki/Tim_Long,FABF22,"""She Used to Be My Girl"""
Tim Long,https://simpsonswiki.com/wiki/Tim_Long,GABF02,"""Homer and Ned's Hail Mary Pass"""
Tim Long,https://simpsonswiki.com/wiki/Tim_Long,GABF07,"""Mobile Homer"""
Tim Long,https://simpsonswiki.com/wiki/Tim_Long,HABF09,"""Million-Dollar Abie"""
Tim Long,https://simpsonswiki.com/wiki/Tim_Long,JABF15,"""You Kent Always Say What You Want"""
Tim Long,https://simpsonswiki.com/wiki/Tim_Long,KABF19,"""Homer and Lisa Exchange Cross Words"""
Tim Long,https://simpsonswiki.com/wiki/Tim_Long,LABF17,"""The Devil Wears Nada"""
Tim Long,https://simpsonswiki.com/wiki/Tim_Long,MABF21,"""Elementary School Musical"""
Tim Long,https://simpsonswiki.com/wiki/Tim_Long,MABF18,"""MoneyBart"""
Tim Long,https://simpsonswiki.com/wiki/Tim_Long,NABF17,"""Bart Stops to Smell the Roosevelts"""
Tim Long,https://simpsonswiki.com/wiki/Tim_Long,PABF05,"""Moe Goes from Rags to Riches"""
Tim Long,https://simpsonswiki.com/wiki/Tim_Long,PABF21,"""Moonshine River"""
Tim Long,https://simpsonswiki.com/wiki/Tim_Long,RABF07,"""Love Is a Many-Splintered Thing"""
Tim Long,https://simpsonswiki.com/wiki/Tim_Long,SABF02,"""The Kid is All Right"""
Tim Long,https://simpsonswiki.com/wiki/Tim_Long,SABF03,"""Married to the Blob"""
David Mandel,https://simpsonswiki.com/wiki/David_Mandel,PABF17,"""Treehouse of Horror XXIII – with Brian Kelley"""
Jeff Martin,https://simpsonswiki.com/wiki/Jeff_Martin,7F08,"""Dead Putting Society"""
Jeff Martin,https://simpsonswiki.com/wiki/Jeff_Martin,7F16,"""Oh Brother, Where Art Thou?"""
Jeff Martin,https://simpsonswiki.com/wiki/Jeff_Martin,7F21,"""Three Men and a Comic Book"""
Jeff Martin,https://simpsonswiki.com/wiki/Jeff_Martin,8F02,"""Treehouse of Horror II"" — contributor"
Jeff Martin,https://simpsonswiki.com/wiki/Jeff_Martin,8F10,"""I Married Marge"""
Jeff Martin,https://simpsonswiki.com/wiki/Jeff_Martin,8F21,"""The Otto Show"""
Jeff Martin,https://simpsonswiki.com/wiki/Jeff_Martin,8F18,"""A Streetcar Named Marge"""
Jeff Martin,https://simpsonswiki.com/wiki/Jeff_Martin,9F02,"""Lisa the Beauty Queen"""
Jeff Martin,https://simpsonswiki.com/wiki/Jeff_Martin,9F08,"""Lisa's First Word"""
Jeff Martin,https://simpsonswiki.com/wiki/Jeff_Martin,9F21,"""Homer's Barbershop Quartet"""
Matt Marshall,https://simpsonswiki.com/wiki/Matt_Marshall,LABF11,"""In the Name of the Grandfather"""
Tom Martin,https://simpsonswiki.com/wiki/Tom_Martin,AABF08,"""Sunday, Cruddy Sunday"" — with George Meyer, Brian Scully and Mike Scully"
Tom Martin,https://simpsonswiki.com/wiki/Tom_Martin,BABF07,"""Grift of the Magi"""
Tom Martin,https://simpsonswiki.com/wiki/Tom_Martin,CABF05,"""Pokey Mom"""
Ian Maxtone-Graham,https://simpsonswiki.com/wiki/Ian_Maxtone-Graham,4F05,"""Burns, Baby Burns"""
Ian Maxtone-Graham,https://simpsonswiki.com/wiki/Ian_Maxtone-Graham,4F22,"""The City of New York vs. Homer Simpson"""
Ian Maxtone-Graham,https://simpsonswiki.com/wiki/Ian_Maxtone-Graham,5F14,"""The Trouble With Trillions"""
Ian Maxtone-Graham,https://simpsonswiki.com/wiki/Ian_Maxtone-Graham,5F09,"""Trash of the Titans"""
Ian Maxtone-Graham,https://simpsonswiki.com/wiki/Ian_Maxtone-Graham,AABF03,"""Lisa Gets an ""A"""""
Ian Maxtone-Graham,https://simpsonswiki.com/wiki/Ian_Maxtone-Graham,AABF19,"""E-I-E-I-(Annoyed Grunt)"""
Ian Maxtone-Graham,https://simpsonswiki.com/wiki/Ian_Maxtone-Graham,BABF10,"""Alone Again, Natura-Diddily"""
Ian Maxtone-Graham,https://simpsonswiki.com/wiki/Ian_Maxtone-Graham,CABF07,"""Tennis the Menace"""
Ian Maxtone-Graham,https://simpsonswiki.com/wiki/Ian_Maxtone-Graham,CABF21,"""The Blunder Years"""
Ian Maxtone-Graham,https://simpsonswiki.com/wiki/Ian_Maxtone-Graham,DABF18,"""Large Marge"""
Ian Maxtone-Graham,https://simpsonswiki.com/wiki/Ian_Maxtone-Graham,EABF13,"""Dude, Where's My Ranch?"""
Ian Maxtone-Graham,https://simpsonswiki.com/wiki/Ian_Maxtone-Graham,FABF14,"""Catch 'Em If You Can"""
Ian Maxtone-Graham,https://simpsonswiki.com/wiki/Ian_Maxtone-Graham,GABF11,"""The Heartbroke Kid"""
Ian Maxtone-Graham,https://simpsonswiki.com/wiki/Ian_Maxtone-Graham,HABF06,"""The Seemingly Never-Ending Story"""
Ian Maxtone-Graham,https://simpsonswiki.com/wiki/Ian_Maxtone-Graham,JABF14,"""24 Minutes"" — with Billy Kimball"
Ian Maxtone-Graham,https://simpsonswiki.com/wiki/Ian_Maxtone-Graham,KABF18,"""Dangerous Curves"" — with Billy Kimball"
Ian Maxtone-Graham,https://simpsonswiki.com/wiki/Ian_Maxtone-Graham,LABF04,"""Gone Maggie Gone"" — with Billy Kimball"
Ian Maxtone-Graham,https://simpsonswiki.com/wiki/Ian_Maxtone-Graham,MABF06,"""The Color Yellow"" — with Billy Kimball"
Ian Maxtone-Graham,https://simpsonswiki.com/wiki/Ian_Maxtone-Graham,PABF08,"""How I Wet Your Mother"" - with Billy Kimball"
Ian Maxtone-Graham,https://simpsonswiki.com/wiki/Ian_Maxtone-Graham,RABF10,"""Dark Knight Court"" - with Billy Kimball"
Ian Maxtone-Graham,https://simpsonswiki.com/wiki/Ian_Maxtone-Graham,SABF18,"""The Yellow Badge of Cowardage"" - with Billy Kimball"
Dan McGrath,https://simpsonswiki.com/wiki/Dan_McGrath,1F04,"""Treehouse of Horror IV"" (The Devil and Homer Simpson) — with Greg Daniels"
Dan McGrath,https://simpsonswiki.com/wiki/Dan_McGrath,1F06,"""Boy-Scoutz 'N the Hood"""
Dan McGrath,https://simpsonswiki.com/wiki/Dan_McGrath,1F22,"""Bart of Darkness"""
Dan McGrath,https://simpsonswiki.com/wiki/Dan_McGrath,2F03,"""Treehouse of Horror V"" (Time and Punishment) — with Greg Daniels"
George Meyer,https://simpsonswiki.com/wiki/George_Meyer,7G13,"""The Crepes of Wrath"" — with Sam Simon, John Swartzwelder and Jon Vitti"
George Meyer,https://simpsonswiki.com/wiki/George_Meyer,7F07,"""Bart vs. Thanksgiving"""
George Meyer,https://simpsonswiki.com/wiki/George_Meyer,7F22,"""Blood Feud"""
George Meyer,https://simpsonswiki.com/wiki/George_Meyer,8F01,"""Mr. Lisa Goes to Washington"""
George Meyer,https://simpsonswiki.com/wiki/George_Meyer,8F02,"""Treehouse of Horror II"" — contributor"
George Meyer,https://simpsonswiki.com/wiki/George_Meyer,8F15,"""Separate Vocations"""
George Meyer,https://simpsonswiki.com/wiki/George_Meyer,9F01,"""Homer the Heretic"""
George Meyer,https://simpsonswiki.com/wiki/George_Meyer,1F05,"""Bart's Inner Child"""
George Meyer,https://simpsonswiki.com/wiki/George_Meyer,AABF08,"""Sunday, Cruddy Sunday"" — with Tom Martin, Brian Scully and Mike Scully"
George Meyer,https://simpsonswiki.com/wiki/George_Meyer,AABF22,"""Brother's Little Helper"""
George Meyer,https://simpsonswiki.com/wiki/George_Meyer,BABF19,"""Behind the Laughter"" — with Tim Long, Mike Scully and Matt Selman"
George Meyer,https://simpsonswiki.com/wiki/George_Meyer,CABF22,"""The Parent Rap"" — with Mike Scully"
David Mirkin,https://simpsonswiki.com/wiki/David_Mirkin,1F13,"""Deep Space Homer"""
David Mirkin,https://simpsonswiki.com/wiki/David_Mirkin,RABF15,"""The Man Who Came To Be Dinner"" - co-written with Al Jean"
Frank Mula,https://simpsonswiki.com/wiki/Frank_Mula,9F13,"""I Love Lisa"""
Frank Mula,https://simpsonswiki.com/wiki/Frank_Mula,1F07,"""The Last Temptation of Homer"""
Frank Mula,https://simpsonswiki.com/wiki/Frank_Mula,BABF06,"""Faith Off"""
Michael Nobori,https://simpsonswiki.com/wiki/Michael_Nobori,MABF12,"""To Surveil With Love"""
Michael Nobori,https://simpsonswiki.com/wiki/Michael_Nobori,RABF22,"""YOLO"""
Bill Oakley,https://simpsonswiki.com/wiki/Bill_Oakley,9F05,"""Marge Gets a Job"" — with Josh Weinstein"
Bill Oakley,https://simpsonswiki.com/wiki/Bill_Oakley,9F20,"""Marge in Chains"" — with Josh Weinstein"
Bill Oakley,https://simpsonswiki.com/wiki/Bill_Oakley,1F04,"""Treehouse of Horror IV"" (Nightmare at 3_ Feet) — with Josh Weinstein"
Bill Oakley,https://simpsonswiki.com/wiki/Bill_Oakley,1F08,"""$pringfield (Or, How I Learned to Stop Worrying and Love Legalized Gambling)"" — with Josh Weinstein"
Bill Oakley,https://simpsonswiki.com/wiki/Bill_Oakley,1F12,"""Lisa vs. Malibu Stacy"" — with Josh Weinstein"
Bill Oakley,https://simpsonswiki.com/wiki/Bill_Oakley,1F18,"""Sweet Seymour Skinner's Baadasssss Song"" — with Josh Weinstein"
Bill Oakley,https://simpsonswiki.com/wiki/Bill_Oakley,1F21,"""Lady Bouvier's Lover"" — with Josh Weinstein"
Bill Oakley,https://simpsonswiki.com/wiki/Bill_Oakley,2F02,"""Sideshow Bob Roberts"" — with Josh Weinstein"
Bill Oakley,https://simpsonswiki.com/wiki/Bill_Oakley,2F07,"""Grampa vs. Sexual Inadequacy"" — with Josh Weinstein"
Bill Oakley,https://simpsonswiki.com/wiki/Bill_Oakley,2F13,"""Bart vs. Australia"" — with Josh Weinstein"
Bill Oakley,https://simpsonswiki.com/wiki/Bill_Oakley,2F16,"""Who Shot Mr. Burns?"" (Part One) — with Josh Weinstein"
Bill Oakley,https://simpsonswiki.com/wiki/Bill_Oakley,2F20,"""Who Shot Mr. Burns?"" (Part Two) — with Josh Weinstein"
Bill Oakley,https://simpsonswiki.com/wiki/Bill_Oakley,3F18,"""22 Short Films About Springfield"" — Contributor"
Conan O'Brien,https://simpsonswiki.com/wiki/Conan_O%27Brien,9F06,"""New Kid on the Block"""
Conan O'Brien,https://simpsonswiki.com/wiki/Conan_O%27Brien,9F10,"""Marge vs. the Monorail"""
Conan O'Brien,https://simpsonswiki.com/wiki/Conan_O%27Brien,1F02,"""Homer Goes to College"""
Conan O'Brien,https://simpsonswiki.com/wiki/Conan_O%27Brien,1F04,"""Treehouse of Horror IV"" — wraparounds"
Jane O'Brien,https://simpsonswiki.com/wiki/Jane_O%27Brien,5F20,"""Lard of the Dance"""
Bill Odenkirk,https://simpsonswiki.com/wiki/Bill_Odenkirk,FABF23,"""Treehouse of Horror XV"""
Bill Odenkirk,https://simpsonswiki.com/wiki/Bill_Odenkirk,GABF08,"""The Seven-Beer Snitch"""
Bill Odenkirk,https://simpsonswiki.com/wiki/Bill_Odenkirk,HABF15,"""The Mook, the Chef, the Wife and Her Homer"""
Bill Odenkirk,https://simpsonswiki.com/wiki/Bill_Odenkirk,JABF13,"""Crook and Ladder"""
Bill Odenkirk,https://simpsonswiki.com/wiki/Bill_Odenkirk,KABF14,"""Double, Double, Boy in Trouble"""
Bill Odenkirk,https://simpsonswiki.com/wiki/Bill_Odenkirk,MABF03,"""Million Dollar Maybe"""
Bill Odenkirk,https://simpsonswiki.com/wiki/Bill_Odenkirk,NABF10,"""Love Is a Many-Strangled Thing"""
Bill Odenkirk,https://simpsonswiki.com/wiki/Bill_Odenkirk,PABF18,"""Adventures in Baby-Getting"""
Bill Odenkirk,https://simpsonswiki.com/wiki/Bill_Odenkirk,RABF11,"""Pulpit Friction"""
Bill Odenkirk,https://simpsonswiki.com/wiki/Bill_Odenkirk,SABF19,"""Super Franchise Me"""
Steve O'Donnell,https://simpsonswiki.com/wiki/Steve_O%27Donnell,5F24,"""All Singing, All Dancing"""
Steve O'Donnell,https://simpsonswiki.com/wiki/Steve_O%27Donnell,5F23,"""The Joy of Sect"""
Carolyn Omine,https://simpsonswiki.com/wiki/Carolyn_Omine,BABF04,"""Little Big Mom"""
Carolyn Omine,https://simpsonswiki.com/wiki/Carolyn_Omine,BABF21,"""Treehouse of Horror XI"" (Night of the Dolphin)"
Carolyn Omine,https://simpsonswiki.com/wiki/Carolyn_Omine,CABF03,"""The Great Money Caper"""
Carolyn Omine,https://simpsonswiki.com/wiki/Carolyn_Omine,CABF19,"""Treehouse of Horror XII"" (Wiz Kids)"
Carolyn Omine,https://simpsonswiki.com/wiki/Carolyn_Omine,DABF03,"""Sweets and Sour Marge"""
Carolyn Omine,https://simpsonswiki.com/wiki/Carolyn_Omine,EABF04,"""Strong Arms of The Ma"""
Carolyn Omine,https://simpsonswiki.com/wiki/Carolyn_Omine,FABF09,"""Smart and Smarter"""
Carolyn Omine,https://simpsonswiki.com/wiki/Carolyn_Omine,GABF13,"""A Star Is Torn"""
Carolyn Omine,https://simpsonswiki.com/wiki/Carolyn_Omine,HABF22,"""Ice Cream of Margie (with the Light Blue Hair)"""
Carolyn Omine,https://simpsonswiki.com/wiki/Carolyn_Omine,JABF18,"""The Homer of Seville"""
Carolyn Omine,https://simpsonswiki.com/wiki/Carolyn_Omine,KABF07,"""Dial ""N"" for Nerder"" — with William Wright"
Carolyn Omine,https://simpsonswiki.com/wiki/Carolyn_Omine,LABF16,"""The Great Wife Hope"""
Carolyn Omine,https://simpsonswiki.com/wiki/Carolyn_Omine,MABF09,"""Chief of Hearts"" — with William Wright"
Carolyn Omine,https://simpsonswiki.com/wiki/Carolyn_Omine,NABF19,"""Treehouse of Horror XXII"""
Carolyn Omine,https://simpsonswiki.com/wiki/Carolyn_Omine,RABF01,"""To Cur, with Love"""
Carolyn Omine,https://simpsonswiki.com/wiki/Carolyn_Omine,SABF12,"""Luca$"""
Carolyn Omine,https://simpsonswiki.com/wiki/Carolyn_Omine,TABF01,"""Blazed and Confused"" - with William Wright"
Sam O'Neal,https://simpsonswiki.com/wiki/Sam_O%27Neal,EABF06,"""Pray Anything"" — with Neal Boushell"
Don Payne,https://simpsonswiki.com/wiki/Don_Payne,BABF21,"""Treehouse of Horror XI"" (Scary Tales Can Come True) — with John Frink"
Don Payne,https://simpsonswiki.com/wiki/Don_Payne,BABF17,"""Insane Clown Poppy"" — with John Frink"
Don Payne,https://simpsonswiki.com/wiki/Don_Payne,CABF11,"""Bye Bye Nerdie"" — with John Frink"
Don Payne,https://simpsonswiki.com/wiki/Don_Payne,CABF17,"""Simpsons Tall Tales"" (Paul Bunyan) — with John Frink"
Don Payne,https://simpsonswiki.com/wiki/Don_Payne,CABF19,"""Treehouse of Horror XII"" (House of Whacks) — with John Frink"
Don Payne,https://simpsonswiki.com/wiki/Don_Payne,DABF06,"""The Bart Wants What It Wants"" — with John Frink"
Don Payne,https://simpsonswiki.com/wiki/Don_Payne,EABF01,"""The Great Louse Detective"" — with John Frink"
Don Payne,https://simpsonswiki.com/wiki/Don_Payne,EABF14,"""Old Yeller-Belly"" — with John Frink"
Don Payne,https://simpsonswiki.com/wiki/Don_Payne,FABF11,"""The Wandering Juvie"" — with John Frink"
Don Payne,https://simpsonswiki.com/wiki/Don_Payne,FABF18,"""Fraudcast News"""
Don Payne,https://simpsonswiki.com/wiki/Don_Payne,GABF14,"""Thank God It's Doomsday"""
Don Payne,https://simpsonswiki.com/wiki/Don_Payne,HABF01,"""Simpsons Christmas Stories"""
Don Payne,https://simpsonswiki.com/wiki/Don_Payne,JABF04,"""Little Big Girl"""
Don Payne,https://simpsonswiki.com/wiki/Don_Payne,KABF05,"""Love, Springfieldian Style"""
Don Payne,https://simpsonswiki.com/wiki/Don_Payne,LABF01,"""Take My Life, Please"""
Don Payne,https://simpsonswiki.com/wiki/Don_Payne,MABF02,"""Thursdays with Abie"" — with Mitch Glazer"
Don Payne,https://simpsonswiki.com/wiki/Don_Payne,RABF19,"""Labor Pains"" — with Mitch Glazer"
Don Payne,https://simpsonswiki.com/wiki/Don_Payne,SABF01,"""White Christmas Blues"""
Steve Pepoon,https://simpsonswiki.com/wiki/Steve_Pepoon,7F13,"""Homer vs. Lisa and the 8th Commandment"""
Edgar Allan Poe,https://simpsonswiki.com/wiki/Edgar_Allan_Poe,7F04,"""Treehouse of Horror"" (The Raven) — with Sam Simon"
Brian Pollack,https://simpsonswiki.com/wiki/Brian_Pollack,DABF21,"""Helter Shelter"" — with Mert Rich"
Mimi Pond,https://simpsonswiki.com/wiki/Mimi_Pond,7G08,"""Simpsons Roasting on an Open Fire"""
Michael Price,https://simpsonswiki.com/wiki/Michael_Price,EABF18,"""My Mother the Carjacker"""
Michael Price,https://simpsonswiki.com/wiki/Michael_Price,FABF02,"""'Tis the Fifteenth Season"""
Michael Price,https://simpsonswiki.com/wiki/Michael_Price,GABF01,"""Mommie Beerest"""
Michael Price,https://simpsonswiki.com/wiki/Michael_Price,HABF05,"""My Fair Laddy"""
Michael Price,https://simpsonswiki.com/wiki/Michael_Price,JABF09,"""Yokel Chords"""
Michael Price,https://simpsonswiki.com/wiki/Michael_Price,JABF11,"""The Boys of Bummer"""
Michael Price,https://simpsonswiki.com/wiki/Michael_Price,KABF01,"""Funeral for a Fiend"""
Michael Price,https://simpsonswiki.com/wiki/Michael_Price,KABF03,"""E Pluribus Wiggum"""
Michael Price,https://simpsonswiki.com/wiki/Michael_Price,LABF02,"""How the Test Was Won"""
Michael Price,https://simpsonswiki.com/wiki/Michael_Price,MABF08,"""American History X-cellent"""
Michael Price,https://simpsonswiki.com/wiki/Michael_Price,NABF01,"""The Fool Monty"""
Michael Price,https://simpsonswiki.com/wiki/Michael_Price,PABF07,"""At Long Last Leave"""
Michael Price,https://simpsonswiki.com/wiki/Michael_Price,PABF10,"""Them, Robot"""
Michael Price,https://simpsonswiki.com/wiki/Michael_Price,PABF19,"""Penny-Wiseguys"""
Michael Price,https://simpsonswiki.com/wiki/Michael_Price,RABF17,"""Dangers on a Train"""
Michael Price,https://simpsonswiki.com/wiki/Michael_Price,SABF11,"""You Don't Have to Live Like a Referee"""
Max Pross,https://simpsonswiki.com/wiki/Max_Pross,RABF05,"""Hardly Kirk-ing"" — with Tom Gammill"
Rachel Pulido,https://simpsonswiki.com/wiki/Rachel_Pulido,3F18,"""22 Short Films About Springfield"" — contributor"
Rachel Pulido,https://simpsonswiki.com/wiki/Rachel_Pulido,4F09,"""Grade School Confidential"""
Mike Reiss,https://simpsonswiki.com/wiki/Mike_Reiss,7G04,"""There's No Disgrace Like Home"" — with Al Jean"
Mike Reiss,https://simpsonswiki.com/wiki/Mike_Reiss,7G06,"""Moaning Lisa"" — with Al Jean"
Mike Reiss,https://simpsonswiki.com/wiki/Mike_Reiss,7G07,"""The Telltale Head"" — with Al Jean, Matt Groening and Sam Simon"
Mike Reiss,https://simpsonswiki.com/wiki/Mike_Reiss,7F12,"""The Way We Was"" — with Al Jean and Sam Simon"
Mike Reiss,https://simpsonswiki.com/wiki/Mike_Reiss,7F24,"""Stark Raving Dad"" — with Al Jean"
Mike Reiss,https://simpsonswiki.com/wiki/Mike_Reiss,8F02,"""Treehouse of Horror II"" — contributor"
Mike Reiss,https://simpsonswiki.com/wiki/Mike_Reiss,8F06,"""Lisa's Pony"" — with Al Jean"
Mike Reiss,https://simpsonswiki.com/wiki/Mike_Reiss,9F04,"""Treehouse of Horror III"" (Clown Without Pity) — with Al Jean"
